,species,stage,PC1,PC2,PC3,D,WD,HD,UD,size,stage_ma,order,family,color
10843,Reticuloceras tiro,Bashkirian,0.074334805,-0.289234423,0.016124674,16.5,0.654545455,0.363636364,0.406060606,735.075,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10844,Reticuloceras tiro,Bashkirian,0.139685906,-0.30748173,0.010569344,15.6,0.711538462,0.378205128,0.371794872,675.324,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10845,Reticuloceras tiro,Bashkirian,0.150431761,-0.255123134,0.006153338,15.6,0.679487179,0.397435897,0.333333333,644.904,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10846,Reticuloceras tiro,Bashkirian,0.099006354,-0.397623373,-0.008382118,13.7,0.751824818,0.313868613,0.437956204,483.30175,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10847,Reticuloceras tiro,Bashkirian,0.060157375,-0.51442497,0.018678832,11.8,0.813559322,0.279661017,0.542372881,334.176,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10848,Arkanites relictus,Bashkirian,-0.021013295,-0.310690597,0.017672375,21.9,0.607305936,0.319634703,0.479452055,1594.70325,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10849,Reticuloceras tiro,Bashkirian,0.205267116,-0.286105756,0.017249401,11.5,0.739130435,0.417391304,0.32173913,281.03125,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10850,Reticuloceras tiro,Bashkirian,0.096869859,-0.427493625,-0.01114938,11,0.772727273,0.3,0.454545455,257.125,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10851,Reticuloceras tiro,Bashkirian,0.159672848,-0.370034675,-0.014084593,10.5,0.771428571,0.342857143,0.380952381,223.25625,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10852,Reticuloceras tiro,Bashkirian,0.222388367,-0.376208184,0.064387476,8.8,0.818181818,0.431818182,0.386363636,139.392,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10853,Arkanites relictus,Bashkirian,0.083566071,-0.24924688,-0.005402195,33.3,0.630630631,0.363363363,0.366366366,5821.6725,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10854,Arkanites relictus,Bashkirian,0.102869963,-0.210350363,0.040291869,31.4,0.614649682,0.423566879,0.356687898,4757.257,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10855,Arkanites relictus,Bashkirian,-0.025603797,-0.359028025,0.069555513,27,0.640740741,0.344444444,0.537037037,3152.925,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10856,Arkanites relictus,Bashkirian,0.029691126,-0.210107688,0.02470895,30.4,0.565789474,0.381578947,0.394736842,3973.888,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10857,Arkanites relictus,Bashkirian,0.063863768,-0.183694474,-0.022084922,28.5,0.568421053,0.364912281,0.333333333,3289.6125,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10858,Arkanites relictus,Bashkirian,0.042809009,-0.254225971,-0.029617713,28,0.607142857,0.325,0.382142857,3332,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10859,Arkanites relictus,Bashkirian,0.062108968,-0.332966577,-0.010030921,27.1,0.67896679,0.32103321,0.424354244,3378.286,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10860,Arkanites relictus,Bashkirian,0.071468996,-0.194871911,0.009473109,25.6,0.58203125,0.390625,0.3515625,2441.216,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10861,Arkanites relictus,Bashkirian,0.06853768,-0.234496764,-0.015002372,25.1,0.609561753,0.354581673,0.362549801,2409.78825,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10862,Arkanites relictus,Bashkirian,0.078177466,-0.236055179,0.009540632,24.3,0.617283951,0.378600823,0.37037037,2214.3375,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10863,Arkanites relictus,Bashkirian,0.12216505,-0.235188962,0.009019666,24,0.645833333,0.395833333,0.341666667,2232,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10864,Arkanites relictus,Bashkirian,0.084490649,-0.360493336,-0.029469828,22.4,0.714285714,0.303571429,0.415178571,2007.04,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10865,Arkanites relictus,Bashkirian,0.097404647,-0.20813208,-0.002055107,22,0.609090909,0.386363636,0.336363636,1621.4,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10866,Arkanites relictus,Bashkirian,-0.02782708,-0.282613304,-0.012731832,23.9,0.581589958,0.30125523,0.451882845,1984.95475,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10867,Arkanites relictus,Bashkirian,0.10658531,-0.256152814,0.008085955,21.5,0.651162791,0.381395349,0.362790698,1617.875,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10868,Arkanites relictus,Bashkirian,0.009774116,-0.450673692,0.01208742,21.3,0.732394366,0.276995305,0.535211268,1769.391,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10869,Arkanites relictus,Bashkirian,0.101085961,-0.323216051,-0.008191032,20.5,0.697560976,0.341463415,0.395121951,1502.39375,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10870,Arkanites relictus,Bashkirian,0.084143111,-0.207659507,0.008227234,20,0.6,0.39,0.35,1200,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10871,Arkanites relictus,Bashkirian,0.105110052,-0.332994396,0.014754983,19.5,0.707692308,0.358974359,0.41025641,1311.8625,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10872,Arkanites relictus,Bashkirian,0.094360489,-0.241373278,0.028300457,19.3,0.632124352,0.398963731,0.373056995,1136.0945,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10873,Arkanites relictus,Bashkirian,0.07820037,-0.255183557,0.005585355,19,0.631578947,0.368421053,0.378947368,1083,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10874,Arkanites relictus,Bashkirian,0.265281061,-0.317235045,0.00913116,18.2,0.802197802,0.423076923,0.296703297,1209.026,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10875,Arkanites relictus,Bashkirian,0.094727634,-0.396705439,0.034229812,17.5,0.748571429,0.348571429,0.462857143,1002.96875,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10876,Arkanites relictus,Bashkirian,0.14609807,-0.320183106,-0.012434144,17.1,0.725146199,0.356725146,0.362573099,906.471,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10877,Arkanites relictus,Bashkirian,0.051344501,-0.266548966,0.001148404,18,0.622222222,0.35,0.4,907.2,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10878,Arkanites relictus,Bashkirian,0.141398215,-0.26704736,-0.002415844,17,0.682352941,0.382352941,0.341176471,838.1,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10879,Arkanites relictus,Bashkirian,0.139410344,-0.359031124,0.025093081,16.4,0.75,0.37195122,0.408536585,827.052,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10880,Arkanites relictus,Bashkirian,0.129752785,-0.256460071,-0.008323073,16.2,0.666666667,0.37654321,0.339506173,708.588,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10881,Arkanites relictus,Bashkirian,0.171672358,-0.349358997,0.048131232,15.7,0.76433121,0.407643312,0.394904459,739.47,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10882,Arkanites relictus,Bashkirian,0.125739613,-0.231039035,0.018145035,15.5,0.64516129,0.406451613,0.341935484,600.625,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10883,Arkanites relictus,Bashkirian,0.137060118,-0.327732662,-0.006234008,14.9,0.724832215,0.355704698,0.375838926,599.427,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10884,Arkanites relictus,Bashkirian,0.152699865,-0.369052628,-0.030880453,14.1,0.765957447,0.326241135,0.375886525,536.787,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10885,Arkanites relictus,Bashkirian,0.211658501,-0.304508308,0.018375748,14,0.757142857,0.414285714,0.328571429,519.4,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10886,Arkanites relictus,Bashkirian,0.171976509,-0.363026477,-0.001463111,13.3,0.77443609,0.360902256,0.37593985,455.49175,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10887,Arkanites relictus,Bashkirian,0.153316412,-0.353286918,-0.060544819,11.4,0.754385965,0.307017544,0.350877193,279.414,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10888,Arkanites relictus,Bashkirian,0.020281008,-0.264140261,0.032342709,20,0.6,0.365,0.435,1200,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10889,Arkanites relictus,Bashkirian,0.131257024,-0.339411172,-0.00373586,11.1,0.72972973,0.351351351,0.387387387,249.50025,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10890,Arkanites relictus,Bashkirian,0.189584787,-0.231891427,0.016678227,9.3,0.688172043,0.430107527,0.301075269,138.384,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10891,Arkanites relictus,Bashkirian,0.014590133,-0.264705061,-0.016634612,21.8,0.596330275,0.321100917,0.412844037,1544.53,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10892,Arkanites relictus,Bashkirian,0.013501853,-0.271476191,0.032231218,20.3,0.600985222,0.359605911,0.443349754,1256.8745,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10893,Arkanites relictus,Bashkirian,-0.069080941,-0.214203665,-0.08750695,19.5,0.502564103,0.246153846,0.4,931.6125,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10894,Arkanites relictus,Bashkirian,-0.001613095,-0.206513405,-0.008850556,19,0.542105263,0.342105263,0.394736842,929.575,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10895,Arkanites relictus,Bashkirian,-0.084631356,-0.323602705,-0.023192541,18.8,0.574468085,0.255319149,0.505319149,954.288,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10896,Arkanites relictus,Bashkirian,-0.020824644,-0.299623387,-0.017243072,18.7,0.598930481,0.294117647,0.454545455,979.132,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10897,Arkanites relictus,Bashkirian,-0.022572926,-0.301014083,0.005880299,19.2,0.598958333,0.3125,0.46875,1059.84,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10898,Arkanites relictus,Bashkirian,0.043968549,-0.258239511,0.0010771,18,0.611111111,0.35,0.4,891,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10899,Arkanites relictus,Bashkirian,0.051820558,-0.157230008,-0.012297343,17.2,0.540697674,0.377906977,0.331395349,687.828,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10900,Arkanites relictus,Bashkirian,0.178951522,-0.228842647,0.044583278,16.2,0.679012346,0.450617284,0.320987654,721.71,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10901,Arkanites relictus,Bashkirian,-0.015293712,-0.413077154,-0.009236173,16,0.6875,0.2625,0.51875,704,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10902,Arkanites relictus,Bashkirian,0.079649551,-0.23365729,-0.008489887,15.9,0.616352201,0.364779874,0.358490566,619.3845,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10903,Arkanites relictus,Bashkirian,-0.000986097,-0.360364464,0.040327154,15.2,0.657894737,0.328947368,0.506578947,577.6,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10904,Arkanites relictus,Bashkirian,0.001647407,-0.324218879,4.58E-05,13.6,0.632352941,0.308823529,0.463235294,397.664,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10905,Arkanites relictus,Bashkirian,0.083690122,-0.31868138,-0.020977658,12.6,0.682539683,0.325396825,0.396825397,341.334,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10906,Arkanites relictus,Bashkirian,0.030604468,-0.329604358,0.021004364,12.2,0.655737705,0.336065574,0.459016393,297.68,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10907,Arkanites relictus,Bashkirian,0.101440019,-0.40147616,-0.011367898,11.9,0.756302521,0.31092437,0.43697479,318.6225,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10908,Arkanites relictus,Bashkirian,0.04348633,-0.45083413,0.019409964,25.3,0.754940711,0.296442688,0.517786561,3056.42975,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10909,Arkanites relictus,Bashkirian,0.02707747,-0.385134675,0.019523497,11.8,0.694915254,0.313559322,0.491525424,285.442,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10910,Arkanites relictus,Bashkirian,0.049613353,-0.35515318,0.026740075,11.2,0.6875,0.339285714,0.464285714,241.472,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10911,Arkanites relictus,Bashkirian,0.134196931,-0.366975915,0.024248071,10.1,0.752475248,0.366336634,0.415841584,193.819,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10912,Arkanites relictus,Bashkirian,0.086324391,-0.339477438,0.003836899,10,0.7,0.34,0.42,175,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10913,Arkanites relictus,Bashkirian,0.141177361,-0.353576116,0.049911779,9.1,0.747252747,0.395604396,0.417582418,140.777,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10914,Arkanites relictus,Bashkirian,0.002185817,-0.271136122,0.001742536,25.8,0.593023256,0.329457364,0.434108527,2546.073,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10915,Cancelloceras huntsvillense,Bashkirian,0.041509775,-0.24079561,-0.060068852,136.4,0.596041056,0.303519062,0.359237537,378145.812,319.2,Goniatitida,Gastrioceratidae,#99C2B6
10916,Cancelloceras huntsvillense,Bashkirian,-0.034286093,-0.470371882,-0.014962268,20.9,0.717703349,0.229665072,0.559808612,1638.0375,319.2,Goniatitida,Gastrioceratidae,#99C2B6
10917,Cancelloceras huntsvillense,Bashkirian,0.050597554,-0.417637092,-0.002574361,14.7,0.734693878,0.292517007,0.482993197,583.443,319.2,Goniatitida,Gastrioceratidae,#99C2B6
10918,Cancelloceras huntsvillense,Bashkirian,-0.019483868,-0.435467499,-0.02079487,14.4,0.701388889,0.243055556,0.527777778,523.584,319.2,Goniatitida,Gastrioceratidae,#99C2B6
10919,Cancelloceras huntsvillense,Bashkirian,-0.163232947,-0.352037247,0.024382263,11.4,0.543859649,0.254385965,0.596491228,201.438,319.2,Goniatitida,Gastrioceratidae,#99C2B6
10920,Quinnites henbesti,Bashkirian,0.080877778,-0.189567275,-0.014156879,30.3,0.584158416,0.376237624,0.330033003,4062.54825,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10921,Quinnites henbesti,Bashkirian,0.162794531,-0.116567463,0.024447529,29.1,0.58419244,0.467353952,0.257731959,3598.9425,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10922,Quinnites henbesti,Bashkirian,0.120091022,-0.109861729,0.042205473,26.5,0.550943396,0.467924528,0.290566038,2563.2125,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10923,Quinnites henbesti,Bashkirian,0.192888838,-0.116575531,-0.003001139,25,0.604,0.456,0.224,2359.375,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10924,Quinnites henbesti,Bashkirian,0.130387225,-0.244267059,0.048407137,24,0.658333333,0.429166667,0.3625,2275.2,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10925,Cancelloceras huntsvillense,Bashkirian,-0.02896051,-0.323570965,0.045599537,15.2,0.611842105,0.335526316,0.506578947,537.168,319.2,Goniatitida,Gastrioceratidae,#99C2B6
10926,Quinnites henbesti,Bashkirian,0.085744707,-0.189209318,-0.039874078,23,0.586956522,0.356521739,0.313043478,1785.375,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10927,Quinnites henbesti,Bashkirian,0.160207372,-0.157908504,-0.051705458,18.6,0.612903226,0.387096774,0.241935484,985.986,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10928,Quinnites henbesti,Bashkirian,0.201245602,-0.177639553,0.020829287,17.7,0.655367232,0.457627119,0.265536723,908.541,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10929,Quinnites textum,Bashkirian,-0.011593487,-0.431573895,0.03634119,19.6,0.704081633,0.295918367,0.551020408,1325.352,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10930,Quinnites textum,Bashkirian,0.062129954,-0.269059741,-0.000359426,48,0.63125,0.352083333,0.39375,17452.8,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10931,Quinnites textum,Bashkirian,0.058430026,-0.354190877,0.016518559,29.6,0.692567568,0.334459459,0.452702703,4490.32,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10932,Quinnites textum,Bashkirian,0.071847807,-0.249061548,0.031652113,30.5,0.62295082,0.390163934,0.393442623,4418.6875,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10933,Reticuloceras wainwrighti,Bashkirian,0.176155514,-0.235577062,-0.013760493,8.8,0.681818182,0.397727273,0.295454545,116.16,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10934,Cancelloceras huntsvillense,Bashkirian,-0.177281395,-0.280813457,-0.015564317,31.6,0.481012658,0.240506329,0.544303797,3794.528,319.2,Goniatitida,Gastrioceratidae,#99C2B6
10935,Cancelloceras huntsvillense,Bashkirian,-0.113414863,-0.400728648,0.006769525,39.3,0.613231552,0.24173028,0.582697201,9305.55225,319.2,Goniatitida,Gastrioceratidae,#99C2B6
10936,Arkanites relictus,Bashkirian,0.041089119,-0.230998956,0.010601302,36,0.588888889,0.366666667,0.391666667,6868.8,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10937,Reticuloceras wainwrighti,Bashkirian,0.120267456,-0.276431953,0.049289023,11.1,0.675675676,0.414414414,0.387387387,231.01875,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10938,Quinnites henbesti,Bashkirian,0.114280641,-0.275058921,0.015000098,35.2,0.670454545,0.383522727,0.372159091,7310.336,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10939,Quinnites textum,Bashkirian,0.070414521,-0.370501642,0.014315076,18.1,0.712707182,0.331491713,0.453038674,1056.54225,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10940,Quinnites textum,Bashkirian,0.042115799,-0.480363907,-0.039723537,27.2,0.775735294,0.235294118,0.503676471,3902.656,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10941,Reticuloceras tiro,Bashkirian,0.14006983,-0.261791381,-0.02128152,15.5,0.677419355,0.367741935,0.329032258,630.65625,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10942,Reticuloceras tiro,Bashkirian,0.10706876,-0.377964592,-0.002168077,16.7,0.74251497,0.329341317,0.425149701,864.559,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10943,Reticuloceras tiro,Bashkirian,0.128401779,-0.252427117,0.011157737,26.4,0.662878788,0.393939394,0.348484848,3049.2,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10944,Reticuloceras tiro,Bashkirian,0.062047545,-0.444929366,-0.001558133,5.9,0.762711864,0.288135593,0.491525424,39.16125,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10945,Arkanites relictus,Bashkirian,0.041685039,-0.196080834,0.025307473,24.5,0.563265306,0.391836735,0.379591837,2070.8625,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10946,Bilinguites eliasi,Bashkirian,0.149353448,-0.228293632,-0.020384521,16.4,0.658536585,0.384146341,0.304878049,726.192,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10947,Bilinguites eliasi,Bashkirian,0.050247432,-0.216037893,-0.02089859,34.1,0.583577713,0.348973607,0.360703812,5784.97975,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10948,Bilinguites eliasi,Bashkirian,0.094328881,-0.288086023,-0.029491678,11.4,0.666666667,0.333333333,0.368421053,246.924,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10949,Bilinguites eliasi,Bashkirian,0.083956609,-0.129655225,-0.0169089,58,0.54137931,0.396551724,0.293103448,26407.4,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10950,Retites semiretia,Bashkirian,-0.086264093,-0.339832345,0.006838152,35,0.585714286,0.274285714,0.531428571,6278.125,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10951,Retites semiretia,Bashkirian,0.005590317,-0.330587179,0.002948626,32.2,0.639751553,0.310559006,0.465838509,5339.726,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10952,Retites semiretia,Bashkirian,0.034376088,-0.287107422,0.053198148,30,0.626666667,0.38,0.45,4230,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10953,Retites semiretia,Bashkirian,-0.030748936,-0.345054025,-0.002070602,26.5,0.626415094,0.286792453,0.494339623,2914.3375,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10954,Retites semiretia,Bashkirian,-0.086754962,-0.233476597,-0.016031334,26.3,0.505703422,0.292775665,0.460076046,2299.86925,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10955,Retites semiretia,Bashkirian,0.013485663,-0.422017588,-0.026781221,25.8,0.713178295,0.255813953,0.496124031,3061.944,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10956,Arkanites relictus,Bashkirian,0.030259416,-0.22647653,0.001754223,23,0.57826087,0.356521739,0.391304348,1758.925,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10957,Retites semiretia,Bashkirian,-0.007945318,-0.270826395,-0.018315081,25.6,0.5859375,0.30859375,0.4296875,2457.6,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10958,Retites semiretia,Bashkirian,-0.057791012,-0.234576316,0.006293009,25.1,0.525896414,0.322709163,0.454183267,2079.033,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10959,Retites semiretia,Bashkirian,-0.033936826,-0.37131801,0.007215899,25,0.644,0.284,0.516,2515.625,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10960,Retites semiretia,Bashkirian,-0.022615412,-0.235636299,0.031359644,24.9,0.550200803,0.357429719,0.445783133,2123.53425,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10961,Retites semiretia,Bashkirian,-0.063526985,-0.286626083,0.000289271,24.6,0.56097561,0.296747967,0.483739837,2087.802,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10962,Retites semiretia,Bashkirian,-0.035873515,-0.256165648,-0.010267887,23.9,0.556485356,0.309623431,0.443514644,1899.27325,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10963,Retites semiretia,Bashkirian,-0.002756417,-0.244091999,0.009185684,23,0.569565217,0.343478261,0.426086957,1732.475,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10964,Retites semiretia,Bashkirian,-0.038133746,-0.2238066,0.019068553,22.6,0.530973451,0.345132743,0.442477876,1532.28,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10965,Retites semiretia,Bashkirian,-0.028844647,-0.209419703,0.045253725,22.6,0.526548673,0.376106195,0.442477876,1519.511,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10966,Retites semiretia,Bashkirian,-0.054381742,-0.230152686,0.011822421,22.1,0.524886878,0.330316742,0.452488688,1416.389,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10967,Arkanites relictus,Bashkirian,-0.092644268,-0.305129153,0.011430778,24.3,0.555555556,0.288065844,0.518518519,1992.90375,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10968,Retites semiretia,Bashkirian,-0.067368923,-0.224295083,0.041801262,20.7,0.512077295,0.352657005,0.473429952,1135.4985,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10969,Retites semiretia,Bashkirian,-0.018270194,-0.30773566,-0.0011728,20.6,0.606796117,0.305825243,0.466019417,1326.125,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10970,Retites semiretia,Bashkirian,-0.004907375,-0.289551603,-0.020825821,20.6,0.601941748,0.300970874,0.436893204,1315.516,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10971,Retites semiretia,Bashkirian,0.016309837,-0.307165317,-0.010015975,20.5,0.629268293,0.312195122,0.43902439,1355.30625,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10972,Retites semiretia,Bashkirian,-0.079879573,-0.363939371,-0.014647628,20.4,0.607843137,0.25,0.529411765,1290.096,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10973,Retites semiretia,Bashkirian,-0.065159927,-0.34428016,0.001351298,19.9,0.603015075,0.27638191,0.51758794,1188.03,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10974,Retites semiretia,Bashkirian,-0.068185369,-0.266145337,0.023181066,19.9,0.542713568,0.32160804,0.487437186,1069.227,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10975,Retites semiretia,Bashkirian,-0.050171537,-0.29827396,0.020218827,19.7,0.578680203,0.314720812,0.492385787,1106.0565,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10976,Retites semiretia,Bashkirian,-0.081381141,-0.299879949,-0.009206911,19.5,0.558974359,0.276923077,0.497435897,1036.18125,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10977,Retites semiretia,Bashkirian,-0.056010274,-0.271835853,0.011078541,19.1,0.554973822,0.314136126,0.476439791,966.7465,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10978,Arkanites relictus,Bashkirian,0.078534819,-0.193659285,-0.018509223,18.1,0.585635359,0.370165746,0.331491713,868.1665,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10979,Retites semiretia,Bashkirian,-0.012512506,-0.212082065,0.027401489,19.1,0.539267016,0.366492147,0.42408377,939.38575,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10980,Retites semiretia,Bashkirian,-0.008358435,-0.247620171,-0.000770447,19,0.568421053,0.331578947,0.426315789,974.7,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10981,Retites semiretia,Bashkirian,-0.096748914,-0.393573303,0.02293608,18.9,0.619047619,0.264550265,0.576719577,1044.83925,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10982,Retites semiretia,Bashkirian,-0.056788613,-0.209764733,-0.004610055,18.9,0.507936508,0.322751323,0.433862434,857.304,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10983,Retites semiretia,Bashkirian,-0.019383279,-0.208276963,0.03590831,18.8,0.531914894,0.372340426,0.430851064,883.6,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10984,Retites semiretia,Bashkirian,0.000592436,-0.273263501,0.005858308,18.7,0.593582888,0.331550802,0.438502674,970.38975,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10985,Retites semiretia,Bashkirian,-0.087468682,-0.309171967,0.034406849,18.5,0.562162162,0.308108108,0.52972973,889.85,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10986,Retites semiretia,Bashkirian,-0.066074823,-0.381774598,-0.000705967,18.4,0.630434783,0.260869565,0.538043478,981.824,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10987,Retites semiretia,Bashkirian,-0.035207932,-0.290260525,-0.011436057,18.2,0.582417582,0.296703297,0.461538462,877.786,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10988,Retites semiretia,Bashkirian,-0.045036911,-0.383877036,0.014036356,17.8,0.646067416,0.280898876,0.533707865,910.915,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10989,Arkanites relictus,Bashkirian,-0.020211726,-0.293511563,0.135164799,14.1,0.595744681,0.425531915,0.531914894,417.501,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10990,Retites semiretia,Bashkirian,-0.164032329,-0.392875498,0.023403873,17.6,0.573863636,0.238636364,0.619318182,782.144,319.2,Goniatitida,Reticuloceratidae,#99C2B6
10991,Retites semiretia,Bashkirian,0.005127479,-0.232083803,-0.007051932,17.5,0.565714286,0.337142857,0.405714286,757.96875,319.2,Goniatitida,Reticuloceratidae,#99C2B6
